plan,swing,baseline,dem,rep
People's Map Commission,7.600000000000001,USS,55,44
2012,7.700000000000003,USS,48,51
2022,7.700000000000003,USS,42,57
Evers least change,7.700000000000003,USS,50,49
People's Map Commission,7.700000000000003,USS,55,44
2012,7.800000000000001,USS,48,51
2022,7.800000000000001,USS,42,57
Evers least change,7.800000000000001,USS,50,49
People's Map Commission,7.800000000000001,USS,55,44
2012,7.900000000000002,USS,48,51
2022,7.900000000000002,USS,42,57
Evers least change,7.900000000000002,USS,50,49
People's Map Commission,7.900000000000002,USS,55,44
2012,8,USS,48,51
2022,8,USS,42,57
Evers least change,8,USS,50,49
People's Map Commission,8,USS,55,44
2012,8.100000000000001,USS,48,51
2022,8.100000000000001,USS,43,56
Evers least change,8.100000000000001,USS,50,49
People's Map Commission,8.100000000000001,USS,55,44
2012,8.200000000000003,USS,48,51
2022,8.200000000000003,USS,44,55
Evers least change,8.200000000000003,USS,50,49
People's Map Commission,8.200000000000003,USS,55,44
2012,8.3,USS,48,51
2022,8.3,USS,44,55
Evers least change,8.3,USS,50,49
People's Map Commission,8.3,USS,55,44
2012,8.400000000000002,USS,48,51
2022,8.400000000000002,USS,44,55
Evers least change,8.400000000000002,USS,50,49
People's Map Commission,8.400000000000002,USS,55,44
2012,8.5,USS,48,51
2022,8.5,USS,44,55
Evers least change,8.5,USS,50,49
People's Map Commission,8.5,USS,55,44
2012,8.600000000000001,USS,48,51
2022,8.600000000000001,USS,44,55
Evers least change,8.600000000000001,USS,50,49
People's Map Commission,8.600000000000001,USS,55,44
2012,8.700000000000003,USS,48,51
2022,8.700000000000003,USS,44,55
Evers least change,8.700000000000003,USS,50,49
People's Map Commission,8.700000000000003,USS,55,44
2012,8.8,USS,48,51
2022,8.8,USS,44,55
Evers least change,8.8,USS,50,49
People's Map Commission,8.8,USS,55,44
2012,8.900000000000002,USS,48,51
2022,8.900000000000002,USS,44,55
Evers least change,8.900000000000002,USS,50,49
People's Map Commission,8.900000000000002,USS,55,44
2012,9,USS,48,51
2022,9,USS,44,55
Evers least change,9,USS,50,49
People's Map Commission,9,USS,55,44
2012,9.100000000000001,USS,48,51
2022,9.100000000000001,USS,44,55
Evers least change,9.100000000000001,USS,50,49
People's Map Commission,9.100000000000001,USS,55,44
2012,9.200000000000003,USS,48,51
2022,9.200000000000003,USS,44,55
Evers least change,9.200000000000003,USS,50,49
People's Map Commission,9.200000000000003,USS,55,44
2012,9.3,USS,48,51
2022,9.3,USS,44,55
Evers least change,9.3,USS,50,49
People's Map Commission,9.3,USS,55,44
2012,9.400000000000002,USS,48,51
2022,9.400000000000002,USS,44,55
Evers least change,9.400000000000002,USS,50,49
People's Map Commission,9.400000000000002,USS,55,44
2012,9.5,USS,48,51
2022,9.5,USS,44,55
Evers least change,9.5,USS,50,49
People's Map Commission,9.5,USS,55,44
2012,9.600000000000001,USS,48,51
2022,9.600000000000001,USS,44,55
Evers least change,9.600000000000001,USS,50,49
People's Map Commission,9.600000000000001,USS,55,44
2012,9.700000000000003,USS,49,50
2022,9.700000000000003,USS,44,55
Evers least change,9.700000000000003,USS,50,49
People's Map Commission,9.700000000000003,USS,55,44
2012,9.8,USS,49,50
2022,9.8,USS,44,55
Evers least change,9.8,USS,50,49
People's Map Commission,9.8,USS,55,44
2012,9.900000000000002,USS,49,50
2022,9.900000000000002,USS,44,55
Evers least change,9.900000000000002,USS,50,49
People's Map Commission,9.900000000000002,USS,55,44
2012,10,USS,49,50
2022,10,USS,44,55
Evers least change,10,USS,51,48
People's Map Commission,10,USS,55,44
2012,10.100000000000001,USS,49,50
2022,10.100000000000001,USS,44,55
Evers least change,10.100000000000001,USS,51,48
People's Map Commission,10.100000000000001,USS,56,43
2012,10.200000000000003,USS,49,50
2022,10.200000000000003,USS,44,55
Evers least change,10.200000000000003,USS,51,48
People's Map Commission,10.200000000000003,USS,56,43
2012,10.3,USS,49,50
2022,10.3,USS,44,55
Evers least change,10.3,USS,51,48
People's Map Commission,10.3,USS,56,43
2012,10.400000000000002,USS,49,50
2022,10.400000000000002,USS,44,55
Evers least change,10.400000000000002,USS,51,48
People's Map Commission,10.400000000000002,USS,56,43
2012,10.5,USS,49,50
2022,10.5,USS,44,55
Evers least change,10.5,USS,51,48
People's Map Commission,10.5,USS,56,43
2012,10.600000000000001,USS,49,50
2022,10.600000000000001,USS,44,55
Evers least change,10.600000000000001,USS,51,48
People's Map Commission,10.600000000000001,USS,56,43
2012,10.700000000000003,USS,49,50
2022,10.700000000000003,USS,44,55
Evers least change,10.700000000000003,USS,51,48
People's Map Commission,10.700000000000003,USS,56,43
2012,10.8,USS,49,50
2022,10.8,USS,44,55
Evers least change,10.8,USS,51,48
People's Map Commission,10.8,USS,56,43
2012,10.900000000000002,USS,49,50
2022,10.900000000000002,USS,45,54
Evers least change,10.900000000000002,USS,51,48
People's Map Commission,10.900000000000002,USS,56,43
2012,11,USS,49,50
2022,11,USS,46,53
Evers least change,11,USS,51,48
People's Map Commission,11,USS,56,43
2012,11.100000000000001,USS,49,50
2022,11.100000000000001,USS,46,53
Evers least change,11.100000000000001,USS,51,48
People's Map Commission,11.100000000000001,USS,56,43
2012,11.200000000000003,USS,49,50
2022,11.200000000000003,USS,46,53
Evers least change,11.200000000000003,USS,51,48
People's Map Commission,11.200000000000003,USS,56,43
2012,11.3,USS,49,50
2022,11.3,USS,46,53
Evers least change,11.3,USS,51,48
People's Map Commission,11.3,USS,56,43
2012,11.400000000000002,USS,49,50
2022,11.400000000000002,USS,46,53
Evers least change,11.400000000000002,USS,51,48
People's Map Commission,11.400000000000002,USS,56,43
2012,11.5,USS,50,49
2022,11.5,USS,47,52
Evers least change,11.5,USS,51,48
People's Map Commission,11.5,USS,56,43
2012,11.600000000000001,USS,50,49
2022,11.600000000000001,USS,47,52
Evers least change,11.600000000000001,USS,51,48
People's Map Commission,11.600000000000001,USS,56,43
2012,11.700000000000003,USS,50,49
2022,11.700000000000003,USS,47,52
Evers least change,11.700000000000003,USS,51,48
People's Map Commission,11.700000000000003,USS,56,43
2012,11.8,USS,50,49
2022,11.8,USS,47,52
Evers least change,11.8,USS,51,48
People's Map Commission,11.8,USS,56,43
2012,11.900000000000002,USS,50,49
2022,11.900000000000002,USS,47,52
Evers least change,11.900000000000002,USS,51,48
People's Map Commission,11.900000000000002,USS,56,43
2012,12,USS,50,49
2022,12,USS,47,52
Evers least change,12,USS,51,48
People's Map Commission,12,USS,56,43
2012,12.100000000000001,USS,50,49
2022,12.100000000000001,USS,47,52
Evers least change,12.100000000000001,USS,51,48
People's Map Commission,12.100000000000001,USS,56,43
2012,12.200000000000003,USS,50,49
2022,12.200000000000003,USS,47,52
Evers least change,12.200000000000003,USS,51,48
People's Map Commission,12.200000000000003,USS,56,43
2012,12.300000000000004,USS,51,48
2022,12.300000000000004,USS,47,52
Evers least change,12.300000000000004,USS,51,48
People's Map Commission,12.300000000000004,USS,56,43
2012,12.399999999999999,USS,51,48
2022,12.399999999999999,USS,47,52
Evers least change,12.399999999999999,USS,51,48
People's Map Commission,12.399999999999999,USS,56,43
2012,12.5,USS,51,48
2022,12.5,USS,47,52
Evers least change,12.5,USS,51,48
People's Map Commission,12.5,USS,56,43
2012,12.600000000000001,USS,51,48
2022,12.600000000000001,USS,47,52
Evers least change,12.600000000000001,USS,51,48
People's Map Commission,12.600000000000001,USS,56,43
2012,12.700000000000003,USS,51,48
2022,12.700000000000003,USS,47,52
Evers least change,12.700000000000003,USS,51,48
People's Map Commission,12.700000000000003,USS,56,43
2012,12.800000000000004,USS,51,48
2022,12.800000000000004,USS,47,52
Evers least change,12.800000000000004,USS,51,48
People's Map Commission,12.800000000000004,USS,56,43
2012,12.899999999999999,USS,51,48
2022,12.899999999999999,USS,47,52
Evers least change,12.899999999999999,USS,51,48
People's Map Commission,12.899999999999999,USS,56,43
2012,13,USS,51,48
2022,13,USS,47,52
Evers least change,13,USS,51,48
People's Map Commission,13,USS,56,43
2012,13.100000000000001,USS,51,48
2022,13.100000000000001,USS,47,52
Evers least change,13.100000000000001,USS,51,48
People's Map Commission,13.100000000000001,USS,56,43
2012,13.200000000000003,USS,51,48
2022,13.200000000000003,USS,48,51
Evers least change,13.200000000000003,USS,51,48
People's Map Commission,13.200000000000003,USS,56,43
2012,13.300000000000004,USS,51,48
2022,13.300000000000004,USS,49,50
Evers least change,13.300000000000004,USS,51,48
People's Map Commission,13.300000000000004,USS,57,42
2012,13.399999999999999,USS,51,48
2022,13.399999999999999,USS,49,50
Evers least change,13.399999999999999,USS,52,47
People's Map Commission,13.399999999999999,USS,57,42
2012,13.5,USS,51,48
2022,13.5,USS,49,50
Evers least change,13.5,USS,54,45
People's Map Commission,13.5,USS,57,42
2012,13.600000000000001,USS,52,47
2022,13.600000000000001,USS,49,50
Evers least change,13.600000000000001,USS,54,45
People's Map Commission,13.600000000000001,USS,57,42
2012,13.700000000000003,USS,52,47
2022,13.700000000000003,USS,49,50
Evers least change,13.700000000000003,USS,54,45
People's Map Commission,13.700000000000003,USS,57,42
2012,13.800000000000004,USS,52,47
2022,13.800000000000004,USS,49,50
Evers least change,13.800000000000004,USS,55,44
People's Map Commission,13.800000000000004,USS,57,42
2012,13.899999999999999,USS,53,46
2022,13.899999999999999,USS,49,50
Evers least change,13.899999999999999,USS,56,43
People's Map Commission,13.899999999999999,USS,57,42
2012,14,USS,53,46
2022,14,USS,50,49
Evers least change,14,USS,56,43
People's Map Commission,14,USS,57,42
2012,14.100000000000001,USS,53,46
2022,14.100000000000001,USS,50,49
Evers least change,14.100000000000001,USS,56,43
People's Map Commission,14.100000000000001,USS,57,42
2012,14.200000000000003,USS,53,46
2022,14.200000000000003,USS,51,48
Evers least change,14.200000000000003,USS,56,43
People's Map Commission,14.200000000000003,USS,57,42
2012,14.300000000000004,USS,53,46
2022,14.300000000000004,USS,52,47
Evers least change,14.300000000000004,USS,56,43
People's Map Commission,14.300000000000004,USS,57,42
2012,14.399999999999999,USS,53,46
2022,14.399999999999999,USS,52,47
Evers least change,14.399999999999999,USS,56,43
People's Map Commission,14.399999999999999,USS,57,42
2012,14.5,USS,55,44
2022,14.5,USS,52,47
Evers least change,14.5,USS,56,43
People's Map Commission,14.5,USS,57,42
2012,14.600000000000001,USS,56,43
2022,14.600000000000001,USS,53,46
Evers least change,14.600000000000001,USS,56,43
People's Map Commission,14.600000000000001,USS,58,41
2012,14.700000000000003,USS,56,43
2022,14.700000000000003,USS,53,46
Evers least change,14.700000000000003,USS,56,43
People's Map Commission,14.700000000000003,USS,58,41
2012,14.800000000000004,USS,56,43
2022,14.800000000000004,USS,53,46
Evers least change,14.800000000000004,USS,56,43
People's Map Commission,14.800000000000004,USS,58,41
2012,14.899999999999999,USS,56,43
2022,14.899999999999999,USS,54,45
Evers least change,14.899999999999999,USS,56,43
People's Map Commission,14.899999999999999,USS,58,41
2012,15,USS,56,43
2022,15,USS,54,45
Evers least change,15,USS,56,43
People's Map Commission,15,USS,58,41
2012,15.100000000000001,USS,56,43
2022,15.100000000000001,USS,54,45
Evers least change,15.100000000000001,USS,56,43
People's Map Commission,15.100000000000001,USS,58,41
2012,15.200000000000003,USS,56,43
2022,15.200000000000003,USS,54,45
Evers least change,15.200000000000003,USS,56,43
People's Map Commission,15.200000000000003,USS,59,40
2012,15.300000000000004,USS,56,43
2022,15.300000000000004,USS,54,45
Evers least change,15.300000000000004,USS,56,43
People's Map Commission,15.300000000000004,USS,59,40
2012,15.399999999999999,USS,56,43
2022,15.399999999999999,USS,55,44
Evers least change,15.399999999999999,USS,57,42
People's Map Commission,15.399999999999999,USS,59,40
2012,15.5,USS,56,43
2022,15.5,USS,55,44
Evers least change,15.5,USS,57,42
People's Map Commission,15.5,USS,59,40
2012,15.600000000000001,USS,56,43
2022,15.600000000000001,USS,55,44
Evers least change,15.600000000000001,USS,57,42
People's Map Commission,15.600000000000001,USS,59,40
2012,15.700000000000003,USS,56,43
2022,15.700000000000003,USS,55,44
Evers least change,15.700000000000003,USS,57,42
People's Map Commission,15.700000000000003,USS,59,40
2012,15.800000000000004,USS,56,43
2022,15.800000000000004,USS,55,44
Evers least change,15.800000000000004,USS,57,42
People's Map Commission,15.800000000000004,USS,59,40
2012,15.899999999999999,USS,56,43
2022,15.899999999999999,USS,55,44
Evers least change,15.899999999999999,USS,57,42
People's Map Commission,15.899999999999999,USS,59,40
2012,16,USS,56,43
2022,16,USS,55,44
Evers least change,16,USS,57,42
People's Map Commission,16,USS,59,40
2012,16.1,USS,56,43
2022,16.1,USS,55,44
Evers least change,16.1,USS,57,42
People's Map Commission,16.1,USS,59,40
2012,16.200000000000003,USS,56,43
2022,16.200000000000003,USS,55,44
Evers least change,16.200000000000003,USS,57,42
People's Map Commission,16.200000000000003,USS,59,40
2012,16.300000000000004,USS,56,43
2022,16.300000000000004,USS,56,43
Evers least change,16.300000000000004,USS,57,42
People's Map Commission,16.300000000000004,USS,59,40
2012,16.4,USS,56,43
2022,16.4,USS,56,43
Evers least change,16.4,USS,57,42
People's Map Commission,16.4,USS,60,39
2012,16.5,USS,59,40
2022,16.5,USS,56,43
Evers least change,16.5,USS,58,41
People's Map Commission,16.5,USS,60,39
2012,16.6,USS,59,40
2022,16.6,USS,56,43
Evers least change,16.6,USS,58,41
People's Map Commission,16.6,USS,60,39
2012,16.700000000000003,USS,59,40
2022,16.700000000000003,USS,56,43
Evers least change,16.700000000000003,USS,58,41
People's Map Commission,16.700000000000003,USS,60,39
2012,16.800000000000004,USS,59,40
2022,16.800000000000004,USS,56,43
Evers least change,16.800000000000004,USS,58,41
People's Map Commission,16.800000000000004,USS,60,39
2012,16.9,USS,59,40
2022,16.9,USS,56,43
Evers least change,16.9,USS,58,41
People's Map Commission,16.9,USS,60,39
2012,17,USS,59,40
2022,17,USS,56,43
Evers least change,17,USS,58,41
People's Map Commission,17,USS,60,39
2012,17.1,USS,59,40
2022,17.1,USS,56,43
Evers least change,17.1,USS,58,41
People's Map Commission,17.1,USS,61,38
2012,17.200000000000003,USS,59,40
2022,17.200000000000003,USS,56,43
Evers least change,17.200000000000003,USS,58,41
People's Map Commission,17.200000000000003,USS,61,38
2012,17.300000000000004,USS,59,40
2022,17.300000000000004,USS,57,42
Evers least change,17.300000000000004,USS,58,41
People's Map Commission,17.300000000000004,USS,61,38
2012,17.4,USS,59,40
2022,17.4,USS,58,41
Evers least change,17.4,USS,58,41
People's Map Commission,17.4,USS,61,38
2012,17.5,USS,59,40
2022,17.5,USS,58,41
Evers least change,17.5,USS,58,41
People's Map Commission,17.5,USS,61,38
2012,17.6,USS,59,40
2022,17.6,USS,58,41
Evers least change,17.6,USS,58,41
People's Map Commission,17.6,USS,61,38
2012,17.700000000000003,USS,60,39
2022,17.700000000000003,USS,59,40
Evers least change,17.700000000000003,USS,58,41
People's Map Commission,17.700000000000003,USS,61,38
2012,17.800000000000004,USS,61,38
2022,17.800000000000004,USS,60,39
Evers least change,17.800000000000004,USS,58,41
People's Map Commission,17.800000000000004,USS,61,38
2012,17.9,USS,61,38
2022,17.9,USS,61,38
Evers least change,17.9,USS,58,41
People's Map Commission,17.9,USS,61,38
2012,18,USS,61,38
2022,18,USS,61,38
Evers least change,18,USS,58,41
People's Map Commission,18,USS,61,38
2012,18.1,USS,61,38
2022,18.1,USS,61,38
Evers least change,18.1,USS,58,41
People's Map Commission,18.1,USS,61,38
2012,18.200000000000003,USS,62,37
2022,18.200000000000003,USS,61,38
Evers least change,18.200000000000003,USS,59,40
People's Map Commission,18.200000000000003,USS,61,38
2012,18.300000000000004,USS,62,37
2022,18.300000000000004,USS,61,38
Evers least change,18.300000000000004,USS,59,40
People's Map Commission,18.300000000000004,USS,61,38
2012,18.400000000000006,USS,62,37
2022,18.400000000000006,USS,61,38
Evers least change,18.400000000000006,USS,60,39
People's Map Commission,18.400000000000006,USS,61,38
2012,18.5,USS,62,37
2022,18.5,USS,62,37
Evers least change,18.5,USS,60,39
People's Map Commission,18.5,USS,61,38
2012,18.6,USS,62,37
2022,18.6,USS,62,37
Evers least change,18.6,USS,60,39
People's Map Commission,18.6,USS,61,38
2012,18.700000000000003,USS,63,36
2022,18.700000000000003,USS,62,37
Evers least change,18.700000000000003,USS,60,39
People's Map Commission,18.700000000000003,USS,61,38
2012,18.800000000000004,USS,63,36
2022,18.800000000000004,USS,62,37
Evers least change,18.800000000000004,USS,60,39
People's Map Commission,18.800000000000004,USS,61,38
2012,18.900000000000006,USS,63,36
2022,18.900000000000006,USS,63,36
Evers least change,18.900000000000006,USS,60,39
People's Map Commission,18.900000000000006,USS,61,38
2012,19,USS,63,36
2022,19,USS,63,36
Evers least change,19,USS,60,39
People's Map Commission,19,USS,61,38
2012,19.1,USS,63,36
2022,19.1,USS,63,36
Evers least change,19.1,USS,60,39
People's Map Commission,19.1,USS,61,38
2012,19.200000000000003,USS,63,36
2022,19.200000000000003,USS,63,36
Evers least change,19.200000000000003,USS,61,38
People's Map Commission,19.200000000000003,USS,61,38
2012,19.300000000000004,USS,63,36
2022,19.300000000000004,USS,63,36
Evers least change,19.300000000000004,USS,61,38
People's Map Commission,19.300000000000004,USS,61,38
2012,19.400000000000006,USS,64,35
2022,19.400000000000006,USS,64,35
Evers least change,19.400000000000006,USS,61,38
People's Map Commission,19.400000000000006,USS,61,38
2012,19.5,USS,64,35
2022,19.5,USS,64,35
Evers least change,19.5,USS,61,38
People's Map Commission,19.5,USS,61,38
2012,19.6,USS,64,35
2022,19.6,USS,64,35
Evers least change,19.6,USS,62,37
People's Map Commission,19.6,USS,61,38
2012,19.700000000000003,USS,64,35
2022,19.700000000000003,USS,65,34
Evers least change,19.700000000000003,USS,62,37
People's Map Commission,19.700000000000003,USS,61,38
2012,19.800000000000004,USS,65,34
2022,19.800000000000004,USS,65,34
